Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
630,250,75,0,0,2,0,2361,23,19,134,11,18829,187,178,250,11
640,250,75,0,0,2,0,2316,23,18,138,11,18657,186,179,233,7
650,250,77,0,0,2,0,2212,22,19,28,1,18873,188,179,278,12
660,250,76,0,0,2,0,2327,23,19,120,9,19245,192,178,278,15
670,250,74,0,0,2,0,2359,23,20,127,10,18872,187,180,259,10
680,250,87,0,0,6,1,2247,22,20,34,2,18911,187,178,265,12
690,250,81,0,0,2,0,2400,23,19,189,16,18920,188,180,290,15
700,250,79,0,0,2,0,2333,23,19,115,9,18930,188,179,241,9
710,250,79,0,0,2,0,2340,23,20,119,9,18957,188,179,268,11
720,250,82,0,0,2,1,2224,22,19,30,1,18889,188,182,262,9
730,250,87,0,0,2,1,2424,24,19,117,12,19101,190,182,287,16
740,250,86,0,0,2,1,2381,23,20,129,10,19026,190,180,259,13
750,250,90,0,0,2,1,2360,23,20,115,9,18958,189,181,277,13
760,250,86,0,0,2,1,3207,31,27,95,6,26500,263,221,342,26
770,250,93,0,0,2,1,3279,32,26,144,11,27712,275,243,395,21
780,250,94,0,0,2,1,3222,32,26,81,5,27801,276,246,353,20
790,250,96,0,0,4,1,3276,32,26,93,6,27944,278,245,345,19
800,250,92,0,0,2,1,3264,32,29,126,9,27505,274,237,375,19
810,250,99,0,0,2,1,3240,32,27,134,10,26857,268,225,347,24
820,250,90,0,0,2,1,3283,32,29,72,5,27016,270,223,348,22
830,250,96,0,0,2,1,3270,32,27,85,5,26667,265,224,368,26
840,250,96,0,0,2,1,3262,32,26,96,8,27676,275,230,360,22
850,250,105,1,0,2,0,3270,32,28,104,7,24021,239,224,305,14
860,250,105,1,0,2,0,3354,33,29,119,11,23919,238,226,340,16
870,250,97,0,0,2,1,3303,32,29,117,9,25721,256,219,383,27
880,250,108,1,0,4,0,3167,31,27,37,1,27595,275,241,341,15
890,250,105,1,0,2,0,3284,32,28,148,11,26507,264,226,345,27
900,250,106,1,0,2,0,3234,32,29,60,3,27686,276,243,334,18
910,250,104,1,0,2,0,3374,33,26,221,19,26247,262,219,374,26
920,250,102,0,0,2,1,3294,32,26,111,9,27655,274,243,365,20
930,250,109,1,0,2,0,3290,32,29,78,6,24217,240,224,312,15
940,250,104,1,0,2,0,3309,32,26,133,10,23857,237,221,316,13
950,250,97,0,0,2,1,3270,32,26,107,7,25473,253,216,341,27
960,250,99,0,0,2,1,3248,32,28,74,4,27379,273,230,354,20
970,250,112,1,0,5,0,3270,32,28,69,3,23634,235,220,314,11
980,250,113,1,0,2,0,3283,32,28,73,5,23675,236,219,347,17
990,250,110,1,0,2,0,3272,32,29,113,8,24097,240,221,377,24
1000,250,108,1,0,3,0,3362,33,29,140,12,25966,258,219,359,27
