Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
500,30,65,0,0,2,0,25324,253,209,367,29,75764,755,681,995,69
510,30,66,0,0,2,0,23056,230,208,334,19,75432,753,679,1003,69
520,30,68,0,0,2,0,24993,249,223,383,21,94192,940,718,1096,82
530,30,73,0,0,2,0,26940,269,229,420,27,95486,953,762,1155,75
540,30,71,0,0,2,0,26487,264,229,359,22,88235,880,721,1140,108
550,30,71,0,0,2,0,25448,254,240,290,10,85003,848,756,1191,80
560,30,76,0,0,2,0,27882,278,241,393,25,89328,892,759,1210,114
570,30,78,0,0,2,0,25371,253,240,288,9,87291,871,755,1756,133
580,30,68,0,0,2,0,26576,265,250,331,13,89509,894,796,1197,83
590,30,75,0,0,2,0,26415,264,247,371,15,89338,891,800,1230,78
600,30,81,0,0,6,1,26463,264,250,339,12,88430,882,803,1058,58
610,30,81,0,0,2,0,28300,282,267,326,10,91689,915,845,1148,72
620,30,74,0,0,2,0,28243,282,267,352,12,92383,922,842,1175,69
630,30,82,0,0,2,0,29521,295,265,376,23,92222,921,845,1254,80
640,30,83,0,0,2,1,32587,325,279,411,22,95678,955,879,1210,68
650,30,84,0,0,2,1,32322,322,293,388,20,98408,982,883,1412,106
660,30,83,0,0,2,0,34299,342,291,461,45,96581,964,887,1161,62
670,30,82,0,0,2,1,39753,397,297,564,78,101022,1008,925,1260,83
680,30,91,0,0,2,1,31986,319,297,482,29,100692,1005,928,1268,69
690,30,88,0,0,2,1,30908,308,288,372,15,101969,1018,930,1566,103
700,30,86,0,0,2,1,31776,317,297,400,17,110968,1108,975,1705,144
710,30,91,0,0,5,1,31457,314,299,359,10,107595,1074,975,1513,104
720,30,90,0,0,2,1,31421,314,300,354,11,106814,1066,973,1516,103
730,30,95,0,0,2,1,32996,329,313,399,12,135134,1349,1010,1675,230
740,30,95,0,0,2,1,33202,331,314,463,15,111650,1115,1014,1462,101
750,30,99,0,0,2,1,33091,330,316,384,12,109248,1091,1016,1336,73
760,30,95,0,0,2,1,34306,342,328,375,9,113198,1130,1061,1380,62
770,30,101,0,0,2,1,34561,345,328,427,13,113544,1133,1062,1289,59
780,30,102,1,0,2,0,34443,344,328,447,14,117052,1169,1066,1570,93
790,30,102,0,0,2,1,35825,358,341,451,14,118713,1185,1103,1423,72
800,30,104,1,0,3,0,35824,358,337,431,12,118125,1179,1106,1514,71
810,30,108,1,0,2,0,36348,363,341,464,19,116714,1165,1101,1327,52
820,30,98,0,0,2,1,37745,377,354,577,32,127964,1278,1162,1692,107
830,30,105,1,0,2,0,37131,371,357,411,10,126962,1268,1166,1652,99
840,30,105,1,0,2,0,37062,370,351,438,11,127147,1269,1172,1584,89
850,30,115,1,0,2,0,38634,386,369,475,15,131990,1318,1211,1727,106
860,30,115,1,0,2,0,38336,383,367,434,12,131491,1313,1216,1628,103
870,30,105,0,0,2,1,38681,386,369,444,12,132626,1324,1213,1745,124
880,30,118,1,0,6,0,39762,397,381,435,11,162705,1625,1265,2177,175
890,30,114,1,0,3,0,39787,397,381,460,12,151079,1509,1271,1982,186
900,30,115,1,0,2,0,39989,399,381,467,13,135358,1352,1265,1722,83
910,30,114,1,0,3,0,42806,427,400,523,25,139952,1398,1307,1729,86
920,30,111,1,0,2,0,41553,415,395,460,11,139160,1390,1312,1707,80
930,30,119,1,0,3,0,43551,435,398,563,31,140596,1404,1317,1826,93
940,30,113,1,0,3,0,43151,431,412,506,14,144653,1445,1376,1704,65
950,30,106,1,0,2,0,43031,430,412,471,10,147861,1477,1373,1927,108
960,30,113,1,0,5,0,42997,429,415,468,10,152270,1521,1383,1872,110
970,30,120,1,0,3,0,44623,446,429,506,12,149194,1490,1421,1729,58
980,30,122,1,0,3,0,46632,466,430,615,32,151724,1515,1415,1817,75
990,30,119,1,0,3,0,47780,477,430,534,24,152082,1519,1425,1889,85
1000,30,118,1,0,3,0,49511,495,455,633,33,156248,1561,1479,1887,79
