Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
330,10,40,0,0,1,0,48722,487,447,608,28,156035,1559,1346,2095,175
340,10,42,0,0,1,0,50421,504,449,621,31,156863,1567,1383,2434,211
350,10,43,0,0,1,0,51353,513,478,697,32,151433,1513,1435,1838,73
360,10,43,0,0,1,0,53082,530,488,646,30,156914,1567,1470,1876,69
370,10,44,0,0,1,0,54357,543,499,648,30,167468,1673,1533,2443,201
380,10,47,0,0,1,0,54903,548,495,671,35,231383,2312,1995,2806,173
390,10,45,0,0,1,0,57163,571,526,673,32,187945,1878,1625,2467,223
400,10,55,0,0,6,0,58369,583,539,695,34,189985,1898,1676,2814,273
410,10,50,0,0,1,0,59732,597,550,690,33,198710,1985,1715,2896,236
420,10,50,0,0,1,0,60751,607,562,701,28,226313,2261,1785,2651,182
430,10,51,0,0,1,0,62360,623,579,767,33,259769,2596,1871,3206,250
440,10,54,0,0,1,0,64493,644,586,809,39,207730,2075,1896,2895,191
450,10,55,0,0,1,0,67426,674,612,880,53,212279,2121,1929,2722,177
460,10,50,0,0,1,0,66598,665,626,932,37,235303,2351,1993,3187,288
470,10,57,0,0,1,0,67354,673,634,771,27,279954,2797,2235,6355,424
480,10,59,0,0,2,0,69653,696,654,1012,45,233211,2326,2085,4049,279
490,10,59,0,0,1,0,70835,708,654,864,39,227697,2275,2151,2778,104
500,10,60,0,0,1,0,72588,725,676,831,32,246821,2466,2209,3465,251
510,10,60,0,0,1,0,76228,762,699,950,42,251113,2509,2277,3491,226
520,10,64,0,0,2,0,77544,775,719,907,40,262995,2628,2315,3518,231
530,10,67,0,0,1,0,80695,806,754,886,30,280299,2801,2393,3668,319
540,10,65,0,0,1,0,83023,830,767,1023,40,272271,2721,2416,3566,204
550,10,65,0,0,2,0,84496,844,785,973,32,270359,2702,2483,3235,189
560,10,72,0,0,4,0,84982,849,783,1068,44,277313,2771,2550,3406,192
570,10,72,0,0,2,0,87176,871,794,1097,37,300168,3000,2608,4378,399
580,10,62,0,0,2,0,89289,892,831,1093,39,344740,3445,2696,4561,438
590,10,69,0,0,2,0,90523,905,832,981,32,304022,3038,2741,3902,259
600,10,69,0,0,2,0,88776,887,822,997,40,330776,3306,2874,4246,269
610,10,74,0,0,2,0,89886,898,831,1004,39,335408,3352,2874,4178,304
620,10,67,0,0,2,0,93031,930,857,1139,42,335032,3348,2986,5296,432
630,10,75,0,0,2,0,93465,934,867,1033,31,376706,3765,2985,5233,476
640,10,76,0,0,2,0,94938,949,883,1189,39,335249,3350,3111,4497,202
650,10,76,0,0,2,0,96201,961,890,1042,29,352008,3518,3138,4455,267
660,10,76,0,0,2,0,98104,980,910,1093,37,374448,3742,3212,5309,401
670,10,75,0,0,2,0,102172,1021,946,1136,32,393014,3928,3330,5447,560
680,10,86,0,0,4,1,100031,1000,937,1113,35,421729,4215,3419,8646,658
690,10,81,0,0,2,1,102378,1023,963,1164,37,383219,3830,3465,4658,300
700,10,79,0,0,2,0,101108,1010,954,1218,42,419939,4197,3506,6121,596
710,10,79,0,0,2,0,105730,1057,981,1246,41,393660,3934,3571,4786,288
720,10,82,0,0,2,1,108262,1082,993,1442,75,421725,4215,3685,5454,351
730,10,87,0,0,2,1,111227,1112,1042,1179,33,482321,4821,3870,6061,580
740,10,86,0,0,2,1,112453,1124,1058,1224,33,434882,4347,3858,5449,263
750,10,90,0,0,2,1,113926,1139,1073,1249,30,444512,4443,4094,4950,168
760,10,86,0,0,2,1,115271,1152,1099,1248,31,497933,4977,4050,6318,611
770,10,92,0,0,2,1,120874,1208,1104,1529,67,466867,4666,4149,5517,256
780,10,94,0,0,2,1,122272,1222,1161,1354,33,499298,4991,4351,6833,597
790,10,96,0,0,2,1,123621,1236,1177,1354,36,507319,5071,4686,5894,226
800,10,92,0,0,2,1,125770,1257,1191,1513,42,517380,5172,4718,6054,265
810,10,99,0,0,2,1,126681,1266,1196,1384,37,528991,5288,4566,7381,561
820,10,91,0,0,2,1,128366,1283,1205,1394,35,565261,5650,4918,8117,569
830,10,96,0,0,2,1,130013,1300,1252,1432,33,552165,5519,5031,6413,320
840,10,95,0,0,2,1,130246,1302,1243,1415,36,600309,6001,5144,8142,597
850,10,105,1,0,2,0,126921,1269,1183,1677,64,574353,5741,5309,6903,340
860,10,105,1,0,2,0,129141,1291,1232,1415,37,587413,5872,5360,6723,364
870,10,97,0,0,2,1,130790,1307,1252,1428,35,622639,6224,5629,7181,390
880,10,108,1,0,4,0,132767,1327,1263,1477,39,638951,6387,5656,15989,1058
890,10,105,1,0,2,0,136239,1362,1292,1762,58,641747,6415,5787,7409,339
900,10,106,1,0,2,0,139133,1391,1308,1540,48,647561,6473,5898,7953,415
910,10,104,1,0,2,0,137802,1377,1287,1697,52,658731,6585,6116,7618,358
920,10,103,0,0,2,1,138556,1385,1330,1500,36,667501,6673,6249,7976,320
930,10,109,1,0,2,0,140959,1409,1345,1540,39,686359,6861,6376,7682,305
940,10,103,1,0,2,0,142944,1429,1371,1513,34,728933,7287,6582,11722,531
950,10,97,0,0,2,1,146005,1459,1384,1602,45,756389,7562,6728,9798,664
960,10,103,0,0,4,1,145799,1457,1390,1582,39,750773,7505,7116,8228,209
970,10,109,1,0,3,0,147122,1471,1397,1582,39,793964,7937,7059,9755,539
980,10,113,1,0,2,0,151173,1511,1446,1723,44,809305,8091,7247,9658,512
990,10,111,1,0,3,0,149643,1496,1417,1640,47,852562,8523,7514,10937,777
1000,10,118,1,0,13,1,152863,1528,1453,1958,74,866962,8667,7950,9555,373
